date	team	site	o:team	line	total	points	o:points
20201229 	Clippers 	home 	Timberwolves 	-10.5 	229.5 	124 	101
20201229 	Timberwolves 	away 	Clippers 	10.5 	229.5 	101 	124
20201229 	Heat 	home 	Bucks 	5.5 	226.0 	97 	144
20201229 	Bucks 	away 	Heat 	-5.5 	226.0 	144 	97
20201229 	Kings 	home 	Nuggets 	2.0 	227.0 	125 	115
20201229 	Nuggets 	away 	Kings 	-2.0 	227.0 	115 	125
20201229 	Pacers 	home 	Celtics 	1.0 	221.0 	111 	116
20201229 	Celtics 	away 	Pacers 	-1.0 	221.0 	116 	111
20201229 	Pistons 	home 	Warriors 	4.5 	222.5 	106 	116
20201229 	Warriors 	away 	Pistons 	-4.5 	222.5 	116 	106
20201229 	Seventysixers 	home 	Raptors 	-2.0 	217.5 	100 	93
20201229 	Raptors 	away 	Seventysixers 	2.0 	217.5 	93 	100
20201229 	Suns 	home 	Pelicans 	-2.5 	221.5 	111 	86
20201229 	Pelicans 	away 	Suns 	2.5 	221.5 	86 	111
20201229 	Thunder 	home 	Magic 	6.5 	219.5 	107 	118
20201229 	Magic 	away 	Thunder 	-6.5 	219.5 	118 	107
20201229 	Wizards 	home 	Bulls 	-5.5 	234.0 	107 	115
20201229 	Bulls 	away 	Wizards 	5.5 	234.0 	115 	107
20201230 	Celtics 	home 	Grizzlies 	-7.0 	220.5 	126 	107
20201230 	Grizzlies 	away 	Celtics 	7.0 	220.5 	107 	126
20201230 	Clippers 	home 	Trailblazers 	-4.5 	227.0 	128 	105
20201230 	Trailblazers 	away 	Clippers 	4.5 	227.0 	105 	128
20201230 	Heat 	home 	Bucks 	5.0 	227.0 	119 	108
20201230 	Bucks 	away 	Heat 	-5.0 	227.0 	108 	119
20201230 	Mavericks 	home 	Hornets 	-8.0 	222.0 	99 	118
20201230 	Hornets 	away 	Mavericks 	8.0 	222.0 	118 	99
20201230 	Nets 	home 	Hawks 	-5.5 	240.0 	145 	141
20201230 	Hawks 	away 	Nets 	5.5 	240.0 	141 	145
20201230 	Spurs 	home 	Lakers 	7.0 	229.0 	107 	121
20201230 	Lakers 	away 	Spurs 	-7.0 	229.0 	121 	107
20201231 	Jazz 	home 	Suns 	-3.5 	218.0 	95 	106
20201231 	Suns 	away 	Jazz 	3.5 	218.0 	106 	95
20201231 	Magic 	home 	Seventysixers 	3.5 	217.0 	92 	116
20201231 	Seventysixers 	away 	Magic 	-3.5 	217.0 	116 	92
20201231 	Pacers 	home 	Cavaliers 	-8.0 	218.0 	119 	99
20201231 	Cavaliers 	away 	Pacers 	8.0 	218.0 	99 	119
20201231 	Raptors 	home 	Knicks 	-9.5 	215.0 	100 	83
20201231 	Knicks 	away 	Raptors 	9.5 	215.0 	83 	100
20201231 	Rockets 	home 	Kings 	-4.0 	231.5 	122 	119
20201231 	Kings 	away 	Rockets 	4.0 	231.5 	119 	122
20201231 	Thunder 	home 	Pelicans 	5.5 	213.0 	80 	113
20201231 	Pelicans 	away 	Thunder 	-5.5 	213.0 	113 	80
20201231 	Wizards 	home 	Bulls 	-5.5 	237.0 	130 	133
20201231 	Bulls 	away 	Wizards 	5.5 	237.0 	133 	130
20210101 	Bucks 	home 	Bulls 	-14.5 	231.5 	126 	96
20210101 	Bulls 	away 	Bucks 	14.5 	231.5 	96 	126
20210101 	Hornets 	home 	Grizzlies 	-2.5 	218.5 	93 	108
20210101 	Grizzlies 	away 	Hornets 	2.5 	218.5 	108 	93
20210101 	Jazz 	home 	Clippers 	2.5 	220.5 	106 	100
20210101 	Clippers 	away 	Jazz 	-2.5 	220.5 	100 	106
20210101 	Mavericks 	home 	Heat 	-1.5 	222.0 	93 	83
20210101 	Heat 	away 	Mavericks 	1.5 	222.0 	83 	93
20210101 	Nets 	home 	Hawks 	-6.0 	245.0 	96 	114
20210101 	Hawks 	away 	Nets 	6.0 	245.0 	114 	96
20210101 	Nuggets 	home 	Suns 	-3.5 	221.0 	103 	106
20210101 	Suns 	away 	Nuggets 	3.5 	221.0 	106 	103
20210101 	Pistons 	home 	Celtics 	8.5 	213.0 	96 	93
20210101 	Celtics 	away 	Pistons 	-8.5 	213.0 	93 	96
20210101 	Spurs 	home 	Lakers 	6.0 	229.5 	103 	109
20210101 	Lakers 	away 	Spurs 	-6.0 	229.5 	109 	103
20210101 	Timberwolves 	home 	Wizards 	-1.0 	232.5 	109 	130
20210101 	Wizards 	away 	Timberwolves 	1.0 	232.5 	130 	109
20210101 	Warriors 	home 	Trailblazers 	5.0 	228.0 	98 	123
20210101 	Trailblazers 	away 	Warriors 	-5.0 	228.0 	123 	98
20210102 	Hawks 	home 	Cavaliers 	-5.5 	229.5 	91 	96
20210102 	Cavaliers 	away 	Hawks 	5.5 	229.5 	96 	91
20210102 	Magic 	home 	Thunder 	-5.5 	216.5 	99 	108
20210102 	Thunder 	away 	Magic 	5.5 	216.5 	108 	99
20210102 	Pacers 	home 	Knicks 	-9.0 	214.0 	102 	106
20210102 	Knicks 	away 	Pacers 	9.0 	214.0 	106 	102
20210102 	Pelicans 	home 	Raptors 	1.0 	216.0 	120 	116
20210102 	Raptors 	away 	Pelicans 	-1.0 	216.0 	116 	120
20210102 	Rockets 	home 	Kings 	-5.0 	229.5 	102 	94
20210102 	Kings 	away 	Rockets 	5.0 	229.5 	94 	102
20210102 	Seventysixers 	home 	Hornets 	-10.0 	216.5 	127 	112
20210102 	Hornets 	away 	Seventysixers 	10.0 	216.5 	112 	127
20210103 	Bulls 	home 	Mavericks 	4.0 	225.0 	118 	108
20210103 	Mavericks 	away 	Bulls 	-4.0 	225.0 	108 	118
20210103 	Grizzlies 	home 	Lakers 	10.5 	219.5 	94 	108
20210103 	Lakers 	away 	Grizzlies 	-10.5 	219.5 	108 	94
20210103 	Nets 	home 	Wizards 	-7.5 	242.0 	122 	123
20210103 	Wizards 	away 	Nets 	7.5 	242.0 	123 	122
20210103 	Pistons 	home 	Celtics 	8.0 	213.5 	120 	122
20210103 	Celtics 	away 	Pistons 	-8.0 	213.5 	122 	120
20210103 	Spurs 	home 	Jazz 	5.0 	222.0 	109 	130
20210103 	Jazz 	away 	Spurs 	-5.0 	222.0 	130 	109
20210103 	Suns 	home 	Clippers 	3.5 	218.5 	107 	112
20210103 	Clippers 	away 	Suns 	-3.5 	218.5 	112 	107
20210103 	Timberwolves 	home 	Nuggets 	9.0 	232.0 	109 	124
20210103 	Nuggets 	away 	Timberwolves 	-9.0 	232.0 	124 	109
20210103 	Warriors 	home 	Trailblazers 	4.0 	235.0 	137 	122
20210103 	Trailblazers 	away 	Warriors 	-4.0 	235.0 	122 	137
20210104 	Bucks 	home 	Pistons 	-15.0 	224.0 	125 	115
20210104 	Pistons 	away 	Bucks 	15.0 	224.0 	115 	125
20210104 	Hawks 	home 	Knicks 	-6.0 	222.5 	108 	113
20210104 	Knicks 	away 	Hawks 	6.0 	222.5 	113 	108
20210104 	Heat 	home 	Thunder 	-9.0 	213.0 	118 	90
20210104 	Thunder 	away 	Heat 	9.0 	213.0 	90 	118
20210104 	Magic 	home 	Cavaliers 	-5.5 	214.5 	103 	83
20210104 	Cavaliers 	away 	Magic 	5.5 	214.5 	83 	103
20210104 	Pelicans 	home 	Pacers 	-1.0 	218.0 	116 	118
20210104 	Pacers 	away 	Pelicans 	1.0 	218.0 	118 	116
20210104 	Raptors 	home 	Celtics 	-3.0 	219.0 	114 	126
20210104 	Celtics 	away 	Raptors 	3.0 	219.0 	126 	114
20210104 	Rockets 	home 	Mavericks 	-2.5 	228.0 	100 	113
20210104 	Mavericks 	away 	Rockets 	2.5 	228.0 	113 	100
20210104 	Seventysixers 	home 	Hornets 	-9.5 	219.5 	118 	101
20210104 	Hornets 	away 	Seventysixers 	9.5 	219.5 	101 	118
20210104 	Warriors 	home 	Kings 	2.0 	232.0 	137 	106
20210104 	Kings 	away 	Warriors 	-2.0 	232.0 	106 	137
20210105 	Clippers 	home 	Spurs 	-8.0 	228.0 	113 	116
20210105 	Spurs 	away 	Clippers 	8.0 	228.0 	116 	113
20210105 	Grizzlies 	home 	Lakers 	9.0 	218.0 	92 	94
20210105 	Lakers 	away 	Grizzlies 	-9.0 	218.0 	94 	92
20210105 	Nets 	home 	Jazz 	-1.0 	226.5 	130 	96
20210105 	Jazz 	away 	Nets 	1.0 	226.5 	96 	130
20210105 	Nuggets 	home 	Timberwolves 	-10.5 	227.0 	123 	116
20210105 	Timberwolves 	away 	Nuggets 	10.5 	227.0 	116 	123
20210105 	Trailblazers 	home 	Bulls 	-9.5 	232.5 	108 	111
20210105 	Bulls 	away 	Trailblazers 	9.5 	232.5 	111 	108
20210106 	Bucks 	home 	Pistons 	-12.0 	226.0 	130 	115
20210106 	Pistons 	away 	Bucks 	12.0 	226.0 	115 	130
20210106 	Hawks 	home 	Hornets 	-6.0 	233.0 	94 	102
20210106 	Hornets 	away 	Hawks 	6.0 	233.0 	102 	94
20210106 	Heat 	home 	Celtics 	-2.5 	218.5 	105 	107
20210106 	Celtics 	away 	Heat 	2.5 	218.5 	107 	105
20210106 	Kings 	home 	Bulls 	-6.0 	231.5 	128 	124
20210106 	Bulls 	away 	Kings 	6.0 	231.5 	124 	128
20210106 	Knicks 	home 	Jazz 	8.0 	214.5 	112 	100
20210106 	Jazz 	away 	Knicks 	-8.0 	214.5 	100 	112
20210106 	Magic 	home 	Cavaliers 	-5.0 	214.5 	105 	94
20210106 	Cavaliers 	away 	Magic 	5.0 	214.5 	94 	105
20210106 	Pacers 	home 	Rockets 	-1.5 	225.0 	114 	107
20210106 	Rockets 	away 	Pacers 	1.5 	225.0 	107 	114
20210106 	Pelicans 	home 	Thunder 	-8.0 	213.5 	110 	111
20210106 	Thunder 	away 	Pelicans 	8.0 	213.5 	111 	110
20210106 	Seventysixers 	home 	Wizards 	-6.5 	235.0 	141 	136
20210106 	Wizards 	away 	Seventysixers 	6.5 	235.0 	136 	141
20210106 	Suns 	home 	Raptors 	-3.0 	219.0 	123 	115
20210106 	Raptors 	away 	Suns 	3.0 	219.0 	115 	123
20210106 	Warriors 	home 	Clippers 	4.0 	230.5 	101 	108
20210106 	Clippers 	away 	Warriors 	-4.0 	230.5 	108 	101
20210107 	Grizzlies 	home 	Cavaliers 	-4.0 	209.0 	90 	94
20210107 	Cavaliers 	away 	Grizzlies 	4.0 	209.0 	94 	90
20210107 	Lakers 	home 	Spurs 	-5.5 	224.0 	109 	118
20210107 	Spurs 	away 	Lakers 	5.5 	224.0 	118 	109
20210107 	Nets 	home 	Seventysixers 	1.5 	222.5 	122 	109
20210107 	Seventysixers 	away 	Nets 	-1.5 	222.5 	109 	122
20210107 	Nuggets 	home 	Mavericks 	-2.5 	225.5 	117 	124
20210107 	Mavericks 	away 	Nuggets 	2.5 	225.5 	124 	117
20210107 	Trailblazers 	home 	Timberwolves 	-10.0 	233.5 	135 	117
20210107 	Timberwolves 	away 	Trailblazers 	10.0 	233.5 	117 	135
20210108 	Bucks 	home 	Jazz 	-5.0 	232.0 	118 	131
20210108 	Jazz 	away 	Bucks 	5.0 	232.0 	131 	118
20210108 	Celtics 	home 	Wizards 	-6.5 	234.5 	116 	107
20210108 	Wizards 	away 	Celtics 	6.5 	234.5 	107 	116
20210108 	Grizzlies 	home 	Nets 	-1.0 	222.0 	115 	110
20210108 	Nets 	away 	Grizzlies 	1.0 	222.0 	110 	115
20210108 	Kings 	home 	Raptors 	5.0 	226.5 	123 	144
20210108 	Raptors 	away 	Kings 	-5.0 	226.5 	144 	123
20210108 	Knicks 	home 	Thunder 	-2.5 	208.0 	89 	101
20210108 	Thunder 	away 	Knicks 	2.5 	208.0 	101 	89
20210108 	Lakers 	home 	Bulls 	-8.5 	229.0 	117 	115
20210108 	Bulls 	away 	Lakers 	8.5 	229.0 	115 	117
20210108 	Pelicans 	home 	Hornets 	-6.0 	218.5 	110 	118
20210108 	Hornets 	away 	Pelicans 	6.0 	218.5 	118 	110
20210108 	Pistons 	home 	Suns 	5.0 	216.0 	110 	105
20210108 	Suns 	away 	Pistons 	-5.0 	216.0 	105 	110
20210108 	Rockets 	home 	Magic 	-7.0 	221.5 	132 	90
20210108 	Magic 	away 	Rockets 	7.0 	221.5 	90 	132
20210108 	Warriors 	home 	Clippers 	4.0 	230.0 	115 	105
20210108 	Clippers 	away 	Warriors 	-4.0 	230.0 	105 	115
20210109 	Bucks 	home 	Cavaliers 	-10.0 	219.0 	100 	90
20210109 	Cavaliers 	away 	Bucks 	10.0 	219.0 	90 	100
20210109 	Hornets 	home 	Hawks 	4.5 	228.0 	113 	105
20210109 	Hawks 	away 	Hornets 	-4.5 	228.0 	105 	113
20210109 	Kings 	home 	Trailblazers 	6.0 	234.5 	99 	125
20210109 	Trailblazers 	away 	Kings 	-6.0 	234.5 	125 	99
20210109 	Mavericks 	home 	Magic 	-7.0 	216.0 	112 	98
20210109 	Magic 	away 	Mavericks 	7.0 	216.0 	98 	112
20210109 	Pacers 	home 	Suns 	-3.0 	217.0 	117 	125
20210109 	Suns 	away 	Pacers 	3.0 	217.0 	125 	117
20210109 	Seventysixers 	home 	Nuggets 	12.0 	218.0 	103 	115
20210109 	Nuggets 	away 	Seventysixers 	-12.0 	218.0 	115 	103
20210109 	Timberwolves 	home 	Spurs 	4.5 	234.0 	122 	125
20210109 	Spurs 	away 	Timberwolves 	-4.5 	234.0 	125 	122
20210109 	Wizards 	home 	Heat 	5.5 	230.0 	124 	128
20210109 	Heat 	away 	Wizards 	-5.5 	230.0 	128 	124
20210110 	Clippers 	home 	Bulls 	-11.0 	226.5 	130 	127
20210110 	Bulls 	away 	Clippers 	11.0 	226.5 	127 	130
20210110 	Knicks 	home 	Nuggets 	6.5 	213.0 	89 	114
20210110 	Nuggets 	away 	Knicks 	-6.5 	213.0 	114 	89
20210110 	Nets 	home 	Thunder 	-7.5 	225.0 	116 	129
20210110 	Thunder 	away 	Nets 	7.5 	225.0 	129 	116
20210110 	Pistons 	home 	Jazz 	8.5 	216.0 	86 	96
20210110 	Jazz 	away 	Pistons 	-8.5 	216.0 	96 	86
20210110 	Rockets 	home 	Lakers 	4.0 	223.0 	102 	120
20210110 	Lakers 	away 	Rockets 	-4.0 	223.0 	120 	102
20210110 	Timberwolves 	home 	Spurs 	3.0 	230.0 	96 	88
20210110 	Spurs 	away 	Timberwolves 	-3.0 	230.0 	88 	96
20210110 	Warriors 	home 	Raptors 	2.0 	230.5 	106 	105
20210110 	Raptors 	away 	Warriors 	-2.0 	230.5 	105 	106
20210111 	Cavaliers 	home 	Grizzlies 	2.5 	206.0 	91 	101
20210111 	Grizzlies 	away 	Cavaliers 	-2.5 	206.0 	101 	91
20210111 	Hawks 	home 	Seventysixers 	-6.5 	220.5 	112 	94
20210111 	Seventysixers 	away 	Hawks 	6.5 	220.5 	94 	112
20210111 	Hornets 	home 	Knicks 	-5.0 	211.0 	109 	88
20210111 	Knicks 	away 	Hornets 	5.0 	211.0 	88 	109
20210111 	Kings 	home 	Pacers 	4.0 	228.0 	127 	122
20210111 	Pacers 	away 	Kings 	-4.0 	228.0 	122 	127
20210111 	Magic 	home 	Bucks 	10.0 	224.0 	99 	121
20210111 	Bucks 	away 	Magic 	-10.0 	224.0 	121 	99
20210111 	Trailblazers 	home 	Raptors 	-4.0 	230.5 	112 	111
20210111 	Raptors 	away 	Trailblazers 	4.0 	230.5 	111 	112
20210111 	Wizards 	home 	Suns 	5.5 	232.0 	128 	107
20210111 	Suns 	away 	Wizards 	-5.5 	232.0 	107 	128
20210112 	Cavaliers 	home 	Jazz 	12.5 	205.5 	87 	117
20210112 	Jazz 	away 	Cavaliers 	-12.5 	205.5 	117 	87
20210112 	Nets 	home 	Nuggets 	-1.5 	231.5 	122 	116
20210112 	Nuggets 	away 	Nets 	1.5 	231.5 	116 	122
20210112 	Rockets 	home 	Lakers 	5.5 	222.5 	100 	117
20210112 	Lakers 	away 	Rockets 	-5.5 	222.5 	117 	100
20210112 	Seventysixers 	home 	Heat 	-6.5 	212.5 	137 	134
20210112 	Heat 	away 	Seventysixers 	6.5 	212.5 	134 	137
20210112 	Thunder 	home 	Spurs 	2.5 	216.5 	102 	112
20210112 	Spurs 	away 	Thunder 	-2.5 	216.5 	112 	102
20210112 	Warriors 	home 	Pacers 	-1.0 	226.5 	95 	104
20210112 	Pacers 	away 	Warriors 	1.0 	226.5 	104 	95
20210113 	Clippers 	home 	Pelicans 	-6.0 	220.5 	111 	106
20210113 	Pelicans 	away 	Clippers 	6.0 	220.5 	106 	111
20210113 	Hornets 	home 	Mavericks 	5.0 	219.5 	93 	104
20210113 	Mavericks 	away 	Hornets 	-5.0 	219.5 	104 	93
20210113 	Kings 	home 	Trailblazers 	4.5 	236.5 	126 	132
20210113 	Trailblazers 	away 	Kings 	-4.5 	236.5 	132 	126
20210113 	Knicks 	home 	Nets 	5.5 	219.0 	109 	116
20210113 	Nets 	away 	Knicks 	-5.5 	219.0 	116 	109
20210113 	Pistons 	home 	Bucks 	10.0 	225.5 	101 	110
20210113 	Bucks 	away 	Pistons 	-10.0 	225.5 	110 	101
20210113 	Thunder 	home 	Lakers 	10.5 	220.0 	99 	128
20210113 	Lakers 	away 	Thunder 	-10.5 	220.0 	128 	99
20210113 	Timberwolves 	home 	Grizzlies 	-2.0 	222.5 	107 	118
20210113 	Grizzlies 	away 	Timberwolves 	2.0 	222.5 	118 	107
20210114 	Nuggets 	home 	Warriors 	-5.5 	225.5 	114 	104
20210114 	Warriors 	away 	Nuggets 	5.5 	225.5 	104 	114
20210114 	Raptors 	home 	Hornets 	-8.0 	219.5 	111 	108
20210114 	Hornets 	away 	Raptors 	8.0 	219.5 	108 	111
20210114 	Seventysixers 	home 	Heat 	-10.5 	223.0 	125 	108
20210114 	Heat 	away 	Seventysixers 	10.5 	223.0 	108 	125
20210114 	Spurs 	home 	Rockets 	-7.0 	218.0 	105 	109
20210114 	Rockets 	away 	Spurs 	7.0 	218.0 	109 	105
20210114 	Trailblazers 	home 	Pacers 	-1.5 	228.0 	87 	111
20210114 	Pacers 	away 	Trailblazers 	1.5 	228.0 	111 	87
20210115 	Bucks 	home 	Mavericks 	-6.0 	227.0 	112 	109
20210115 	Mavericks 	away 	Bucks 	6.0 	227.0 	109 	112
20210115 	Cavaliers 	home 	Knicks 	2.0 	200.5 	106 	103
20210115 	Knicks 	away 	Cavaliers 	-2.0 	200.5 	103 	106
20210115 	Celtics 	home 	Magic 	-4.5 	215.0 	124 	97
20210115 	Magic 	away 	Celtics 	4.5 	215.0 	97 	124
20210115 	Jazz 	home 	Hawks 	-6.5 	223.5 	116 	92
20210115 	Hawks 	away 	Jazz 	6.5 	223.5 	92 	116
20210115 	Kings 	home 	Clippers 	7.5 	227.0 	100 	138
20210115 	Clippers 	away 	Kings 	-7.5 	227.0 	138 	100
20210115 	Lakers 	home 	Pelicans 	-10.0 	218.5 	112 	95
20210115 	Pelicans 	away 	Lakers 	10.0 	218.5 	95 	112
20210115 	Thunder 	home 	Bulls 	0.0 	225.0 	127 	125
20210115 	Bulls 	away 	Thunder 	0.0 	225.0 	125 	127
20210116 	Grizzlies 	home 	Seventysixers 	-1.5 	218.5 	106 	104
20210116 	Seventysixers 	away 	Grizzlies 	1.5 	218.5 	104 	106
20210116 	Heat 	home 	Pistons 	-2.5 	217.5 	100 	120
20210116 	Pistons 	away 	Heat 	2.5 	217.5 	120 	100
20210116 	Nets 	home 	Magic 	-9.0 	231.0 	122 	115
20210116 	Magic 	away 	Nets 	9.0 	231.0 	115 	122
20210116 	Raptors 	home 	Hornets 	-6.5 	221.5 	116 	113
20210116 	Hornets 	away 	Raptors 	6.5 	221.5 	113 	116
20210116 	Spurs 	home 	Rockets 	-7.5 	217.0 	103 	91
20210116 	Rockets 	away 	Spurs 	7.5 	217.0 	91 	103
20210116 	Trailblazers 	home 	Hawks 	-5.0 	234.5 	112 	106
20210116 	Hawks 	away 	Trailblazers 	5.0 	234.5 	106 	112
20210117 	Celtics 	home 	Knicks 	-6.5 	209.0 	75 	105
20210117 	Knicks 	away 	Celtics 	6.5 	209.0 	105 	75
20210117 	Clippers 	home 	Pacers 	-8.5 	219.5 	129 	96
20210117 	Pacers 	away 	Clippers 	8.5 	219.5 	96 	129
20210117 	Kings 	home 	Pelicans 	2.5 	226.0 	123 	128
20210117 	Pelicans 	away 	Kings 	-2.5 	226.0 	128 	123
20210117 	Mavericks 	home 	Bulls 	-6.0 	226.0 	101 	117
20210117 	Bulls 	away 	Mavericks 	6.0 	226.0 	117 	101
20210117 	Nuggets 	home 	Jazz 	1.5 	219.0 	105 	109
20210117 	Jazz 	away 	Nuggets 	-1.5 	219.0 	109 	105
20210118 	Bulls 	home 	Rockets 	2.0 	227.0 	125 	120
20210118 	Rockets 	away 	Bulls 	-2.0 	227.0 	120 	125
20210118 	Grizzlies 	home 	Suns 	3.0 	218.5 	108 	104
20210118 	Suns 	away 	Grizzlies 	-3.0 	218.5 	104 	108
20210118 	Hawks 	home 	Timberwolves 	-7.5 	227.5 	108 	97
20210118 	Timberwolves 	away 	Hawks 	7.5 	227.5 	97 	108
20210118 	Heat 	home 	Pistons 	-6.0 	218.5 	113 	107
20210118 	Pistons 	away 	Heat 	6.0 	218.5 	107 	113
20210118 	Knicks 	home 	Magic 	1.0 	205.0 	91 	84
