date	team	site	o:team	line	total	points	o:points
20191029 	Heat 	home 	Hawks 	-8.0 	223.5 	112 	97
20191029 	Hawks 	away 	Heat 	8.0 	223.5 	97 	112
20191029 	Lakers 	home 	Grizzlies 	-12.0 	217.5 	120 	91
20191029 	Grizzlies 	away 	Lakers 	12.0 	217.5 	91 	120
20191029 	Nuggets 	home 	Mavericks 	-5.5 	215.0 	106 	109
20191029 	Mavericks 	away 	Nuggets 	5.5 	215.0 	109 	106
20191030 	Cavaliers 	home 	Bulls 	1.0 	217.0 	117 	111
20191030 	Bulls 	away 	Cavaliers 	-1.0 	217.0 	111 	117
20191030 	Celtics 	home 	Bucks 	2.5 	222.5 	116 	105
20191030 	Bucks 	away 	Celtics 	-2.5 	222.5 	105 	116
20191030 	Jazz 	home 	Clippers 	-6.0 	215.0 	110 	96
20191030 	Clippers 	away 	Jazz 	6.0 	215.0 	96 	110
20191030 	Kings 	home 	Hornets 	-7.0 	223.5 	111 	118
20191030 	Hornets 	away 	Kings 	7.0 	223.5 	118 	111
20191030 	Magic 	home 	Knicks 	-9.5 	207.5 	95 	83
20191030 	Knicks 	away 	Magic 	9.5 	207.5 	83 	95
20191030 	Nets 	home 	Pacers 	-3.0 	220.5 	108 	118
20191030 	Pacers 	away 	Nets 	3.0 	220.5 	118 	108
20191030 	Raptors 	home 	Pistons 	-9.0 	212.0 	125 	113
20191030 	Pistons 	away 	Raptors 	9.0 	212.0 	113 	125
20191030 	Seventysixers 	home 	Timberwolves 	-7.0 	222.5 	117 	95
20191030 	Timberwolves 	away 	Seventysixers 	7.0 	222.5 	95 	117
20191030 	Thunder 	home 	Trailblazers 	2.0 	221.5 	99 	102
20191030 	Trailblazers 	away 	Thunder 	-2.0 	221.5 	102 	99
20191030 	Warriors 	home 	Suns 	-5.0 	230.5 	110 	121
20191030 	Suns 	away 	Warriors 	5.0 	230.5 	121 	110
20191030 	Wizards 	home 	Rockets 	8.0 	234.0 	158 	159
20191030 	Rockets 	away 	Wizards 	-8.0 	234.0 	159 	158
20191031 	Clippers 	home 	Spurs 	-5.0 	226.0 	103 	97
20191031 	Spurs 	away 	Clippers 	5.0 	226.0 	97 	103
20191031 	Hawks 	home 	Heat 	6.5 	215.0 	97 	106
20191031 	Heat 	away 	Hawks 	-6.5 	215.0 	106 	97
20191031 	Pelicans 	home 	Nuggets 	4.0 	225.5 	122 	107
20191031 	Nuggets 	away 	Pelicans 	-4.0 	225.5 	107 	122
20191101 	Bulls 	home 	Pistons 	-3.5 	217.0 	112 	106
20191101 	Pistons 	away 	Bulls 	3.5 	217.0 	106 	112
20191101 	Celtics 	home 	Knicks 	-10.5 	212.5 	104 	102
20191101 	Knicks 	away 	Celtics 	10.5 	212.5 	102 	104
20191101 	Kings 	home 	Jazz 	5.0 	213.0 	102 	101
20191101 	Jazz 	away 	Kings 	-5.0 	213.0 	101 	102
20191101 	Magic 	home 	Bucks 	4.5 	215.0 	91 	123
20191101 	Bucks 	away 	Magic 	-4.5 	215.0 	123 	91
20191101 	Mavericks 	home 	Lakers 	2.0 	216.5 	110 	119
20191101 	Lakers 	away 	Mavericks 	-2.0 	216.5 	119 	110
20191101 	Nets 	home 	Rockets 	3.5 	240.5 	123 	116
20191101 	Rockets 	away 	Nets 	-3.5 	240.5 	116 	123
20191101 	Pacers 	home 	Cavaliers 	-7.5 	211.0 	102 	95
20191101 	Cavaliers 	away 	Pacers 	7.5 	211.0 	95 	102
20191101 	Warriors 	home 	Spurs 	7.0 	223.0 	110 	127
20191101 	Spurs 	away 	Warriors 	-7.0 	223.0 	127 	110
20191102 	Bucks 	home 	Raptors 	-5.5 	224.0 	115 	105
20191102 	Raptors 	away 	Bucks 	5.5 	224.0 	105 	115
20191102 	Grizzlies 	home 	Suns 	3.0 	221.5 	105 	114
20191102 	Suns 	away 	Grizzlies 	-3.0 	221.5 	114 	105
20191102 	Magic 	home 	Nuggets 	4.0 	200.0 	87 	91
20191102 	Nuggets 	away 	Magic 	-4.0 	200.0 	91 	87
20191102 	Pistons 	home 	Nets 	1.5 	223.0 	113 	109
20191102 	Nets 	away 	Pistons 	-1.5 	223.0 	109 	113
20191102 	Thunder 	home 	Pelicans 	-3.0 	227.0 	115 	104
20191102 	Pelicans 	away 	Thunder 	3.0 	227.0 	104 	115
20191102 	Trailblazers 	home 	Seventysixers 	-1.5 	223.5 	128 	129
20191102 	Seventysixers 	away 	Trailblazers 	1.5 	223.5 	129 	128
20191102 	Warriors 	home 	Hornets 	3.5 	223.0 	87 	93
20191102 	Hornets 	away 	Warriors 	-3.5 	223.0 	93 	87
20191102 	Wizards 	home 	Timberwolves 	-2.5 	228.5 	109 	131
20191102 	Timberwolves 	away 	Wizards 	2.5 	228.5 	131 	109
20191103 	Cavaliers 	home 	Mavericks 	5.5 	218.0 	111 	131
20191103 	Mavericks 	away 	Cavaliers 	-5.5 	218.0 	131 	111
20191103 	Clippers 	home 	Jazz 	-4.5 	211.5 	105 	94
20191103 	Jazz 	away 	Clippers 	4.5 	211.5 	94 	105
20191103 	Heat 	home 	Rockets 	3.0 	233.5 	129 	100
20191103 	Rockets 	away 	Heat 	-3.0 	233.5 	100 	129
20191103 	Knicks 	home 	Kings 	1.5 	214.5 	92 	113
20191103 	Kings 	away 	Knicks 	-1.5 	214.5 	113 	92
20191103 	Pacers 	home 	Bulls 	-3.5 	214.5 	108 	95
20191103 	Bulls 	away 	Pacers 	3.5 	214.5 	95 	108
20191103 	Spurs 	home 	Lakers 	1.5 	217.5 	96 	103
20191103 	Lakers 	away 	Spurs 	-1.5 	217.5 	103 	96
20191104 	Grizzlies 	home 	Rockets 	6.5 	229.5 	100 	107
20191104 	Rockets 	away 	Grizzlies 	-6.5 	229.5 	107 	100
20191104 	Nets 	home 	Pelicans 	-4.0 	239.0 	135 	125
20191104 	Pelicans 	away 	Nets 	4.0 	239.0 	125 	135
20191104 	Suns 	home 	Seventysixers 	0.0 	223.5 	114 	109
20191104 	Seventysixers 	away 	Suns 	0.0 	223.5 	109 	114
20191104 	Timberwolves 	home 	Bucks 	7.5 	229.5 	106 	134
20191104 	Bucks 	away 	Timberwolves 	-7.5 	229.5 	134 	106
20191104 	Warriors 	home 	Trailblazers 	10.5 	222.0 	127 	118
20191104 	Trailblazers 	away 	Warriors 	-10.5 	222.0 	118 	127
20191104 	Wizards 	home 	Pistons 	-3.5 	224.5 	115 	99
20191104 	Pistons 	away 	Wizards 	3.5 	224.5 	99 	115
20191105 	Bulls 	home 	Lakers 	7.0 	217.0 	112 	118
20191105 	Lakers 	away 	Bulls 	-7.0 	217.0 	118 	112
20191105 	Cavaliers 	home 	Celtics 	6.0 	215.5 	113 	119
20191105 	Celtics 	away 	Cavaliers 	-6.0 	215.5 	119 	113
20191105 	Hawks 	home 	Spurs 	4.0 	220.0 	108 	100
20191105 	Spurs 	away 	Hawks 	-4.0 	220.0 	100 	108
20191105 	Hornets 	home 	Pacers 	2.0 	212.5 	122 	120
20191105 	Pacers 	away 	Hornets 	-2.0 	212.5 	120 	122
20191105 	Nuggets 	home 	Heat 	-5.0 	210.0 	109 	89
20191105 	Heat 	away 	Nuggets 	5.0 	210.0 	89 	109
20191105 	Thunder 	home 	Magic 	-3.5 	201.0 	102 	94
20191105 	Magic 	away 	Thunder 	3.5 	201.0 	94 	102
20191106 	Clippers 	home 	Bucks 	5.5 	228.0 	124 	129
20191106 	Bucks 	away 	Clippers 	-5.5 	228.0 	129 	124
20191106 	Grizzlies 	home 	Timberwolves 	4.5 	226.0 	137 	121
20191106 	Timberwolves 	away 	Grizzlies 	-4.5 	226.0 	121 	137
20191106 	Hawks 	home 	Bulls 	-1.0 	219.0 	93 	113
20191106 	Bulls 	away 	Hawks 	1.0 	219.0 	113 	93
20191106 	Jazz 	home 	Seventysixers 	-2.5 	210.0 	106 	104
20191106 	Seventysixers 	away 	Jazz 	2.5 	210.0 	104 	106
20191106 	Mavericks 	home 	Magic 	-7.5 	209.0 	107 	106
20191106 	Magic 	away 	Mavericks 	7.5 	209.0 	106 	107
20191106 	Pacers 	home 	Wizards 	-4.0 	224.5 	121 	106
20191106 	Wizards 	away 	Pacers 	4.0 	224.5 	106 	121
20191106 	Pistons 	home 	Knicks 	-4.5 	210.0 	122 	102
20191106 	Knicks 	away 	Pistons 	4.5 	210.0 	102 	122
20191106 	Raptors 	home 	Kings 	-7.5 	219.0 	124 	120
20191106 	Kings 	away 	Raptors 	7.5 	219.0 	120 	124
20191106 	Rockets 	home 	Warriors 	-15.5 	233.5 	129 	112
20191106 	Warriors 	away 	Rockets 	15.5 	233.5 	112 	129
20191107 	Clippers 	home 	Trailblazers 	-5.5 	231.0 	107 	101
20191107 	Trailblazers 	away 	Clippers 	5.5 	231.0 	101 	107
20191107 	Hornets 	home 	Celtics 	7.0 	215.0 	87 	108
20191107 	Celtics 	away 	Hornets 	-7.0 	215.0 	108 	87
20191107 	Spurs 	home 	Thunder 	-5.0 	215.0 	121 	112
20191107 	Thunder 	away 	Spurs 	5.0 	215.0 	112 	121
20191107 	Suns 	home 	Heat 	-1.0 	219.0 	108 	124
20191107 	Heat 	away 	Suns 	1.0 	219.0 	124 	108
20191108 	Hawks 	home 	Kings 	2.5 	225.0 	109 	121
20191108 	Kings 	away 	Hawks 	-2.5 	225.0 	121 	109
20191108 	Jazz 	home 	Bucks 	2.0 	217.5 	103 	100
20191108 	Bucks 	away 	Jazz 	-2.0 	217.5 	100 	103
20191108 	Lakers 	home 	Heat 	-8.5 	216.0 	95 	80
20191108 	Heat 	away 	Lakers 	8.5 	216.0 	80 	95
20191108 	Magic 	home 	Grizzlies 	-7.5 	208.5 	118 	86
20191108 	Grizzlies 	away 	Magic 	7.5 	208.5 	86 	118
20191108 	Mavericks 	home 	Knicks 	-11.0 	215.5 	102 	106
20191108 	Knicks 	away 	Mavericks 	11.0 	215.5 	106 	102
20191108 	Nuggets 	home 	Seventysixers 	-5.0 	210.5 	100 	97
20191108 	Seventysixers 	away 	Nuggets 	5.0 	210.5 	97 	100
20191108 	Pacers 	home 	Pistons 	-6.5 	210.0 	112 	106
20191108 	Pistons 	away 	Pacers 	6.5 	210.0 	106 	112
20191108 	Pelicans 	home 	Raptors 	3.0 	232.5 	104 	122
20191108 	Raptors 	away 	Pelicans 	-3.0 	232.5 	122 	104
20191108 	Timberwolves 	home 	Warriors 	-11.0 	230.0 	125 	119
20191108 	Warriors 	away 	Timberwolves 	11.0 	230.0 	119 	125
20191108 	Trailblazers 	home 	Nets 	-3.5 	234.5 	115 	119
20191108 	Nets 	away 	Trailblazers 	3.5 	234.5 	119 	115
20191108 	Wizards 	home 	Cavaliers 	-4.5 	229.0 	100 	113
20191108 	Cavaliers 	away 	Wizards 	4.5 	229.0 	113 	100
20191109 	Bulls 	home 	Rockets 	6.5 	234.0 	94 	117
20191109 	Rockets 	away 	Bulls 	-6.5 	234.0 	117 	94
20191109 	Grizzlies 	home 	Mavericks 	5.0 	221.5 	122 	138
20191109 	Mavericks 	away 	Grizzlies 	-5.0 	221.5 	138 	122
20191109 	Hornets 	home 	Pelicans 	1.5 	230.0 	110 	115
20191109 	Pelicans 	away 	Hornets 	-1.5 	230.0 	115 	110
20191109 	Spurs 	home 	Celtics 	-1.5 	218.5 	115 	135
20191109 	Celtics 	away 	Spurs 	1.5 	218.5 	135 	115
20191109 	Thunder 	home 	Warriors 	-11.5 	216.5 	114 	108
20191109 	Warriors 	away 	Thunder 	11.5 	216.5 	108 	114
20191110 	Knicks 	home 	Cavaliers 	-2.0 	210.5 	87 	108
20191110 	Cavaliers 	away 	Knicks 	2.0 	210.5 	108 	87
20191110 	Lakers 	home 	Raptors 	-9.5 	215.0 	104 	113
20191110 	Raptors 	away 	Lakers 	9.5 	215.0 	113 	104
20191110 	Magic 	home 	Pacers 	-3.5 	203.5 	102 	109
20191110 	Pacers 	away 	Magic 	3.5 	203.5 	109 	102
20191110 	Seventysixers 	home 	Hornets 	-13.5 	216.0 	114 	106
20191110 	Hornets 	away 	Seventysixers 	13.5 	216.0 	106 	114
20191110 	Suns 	home 	Nets 	-3.0 	233.5 	138 	112
20191110 	Nets 	away 	Suns 	3.0 	233.5 	112 	138
20191110 	Thunder 	home 	Bucks 	7.0 	222.5 	119 	121
20191110 	Bucks 	away 	Thunder 	-7.0 	222.5 	121 	119
20191110 	Timberwolves 	home 	Nuggets 	1.0 	217.0 	98 	100
20191110 	Nuggets 	away 	Timberwolves 	-1.0 	217.0 	100 	98
20191110 	Trailblazers 	home 	Hawks 	-9.0 	227.5 	124 	113
20191110 	Hawks 	away 	Trailblazers 	9.0 	227.5 	113 	124
20191111 	Celtics 	home 	Mavericks 	-3.5 	220.0 	116 	106
20191111 	Mavericks 	away 	Celtics 	3.5 	220.0 	106 	116
20191111 	Clippers 	home 	Raptors 	-10.5 	222.0 	98 	88
20191111 	Raptors 	away 	Clippers 	10.5 	222.0 	88 	98
20191111 	Pelicans 	home 	Rockets 	6.0 	242.5 	116 	122
20191111 	Rockets 	away 	Pelicans 	-6.0 	242.5 	122 	116
20191111 	Pistons 	home 	Timberwolves 	-2.5 	223.0 	114 	120
20191111 	Timberwolves 	away 	Pistons 	2.5 	223.0 	120 	114
20191111 	Spurs 	home 	Grizzlies 	-10.5 	223.5 	109 	113
20191111 	Grizzlies 	away 	Spurs 	10.5 	223.5 	113 	109
20191111 	Warriors 	home 	Jazz 	8.0 	213.0 	108 	122
20191111 	Jazz 	away 	Warriors 	-8.0 	213.0 	122 	108
20191112 	Bulls 	home 	Knicks 	-6.5 	213.0 	120 	102
20191112 	Knicks 	away 	Bulls 	6.5 	213.0 	102 	120
20191112 	Heat 	home 	Pistons 	-8.5 	216.5 	117 	108
20191112 	Pistons 	away 	Heat 	8.5 	216.5 	108 	117
20191112 	Jazz 	home 	Nets 	-6.5 	220.0 	119 	114
20191112 	Nets 	away 	Jazz 	6.5 	220.0 	114 	119
20191112 	Kings 	home 	Trailblazers 	0.0 	222.5 	107 	99
20191112 	Trailblazers 	away 	Kings 	0.0 	222.5 	99 	107
20191112 	Nuggets 	home 	Hawks 	-10.0 	214.0 	121 	125
20191112 	Hawks 	away 	Nuggets 	10.0 	214.0 	125 	121
20191112 	Pacers 	home 	Thunder 	-3.0 	210.0 	111 	85
20191112 	Thunder 	away 	Pacers 	3.0 	210.0 	85 	111
20191112 	Seventysixers 	home 	Cavaliers 	-10.5 	216.0 	98 	97
20191112 	Cavaliers 	away 	Seventysixers 	10.5 	216.0 	97 	98
20191112 	Suns 	home 	Lakers 	3.5 	221.0 	115 	123
20191112 	Lakers 	away 	Suns 	-3.5 	221.0 	123 	115
20191113 	Celtics 	home 	Wizards 	-8.0 	230.0 	140 	133
20191113 	Wizards 	away 	Celtics 	8.0 	230.0 	133 	140
20191113 	Hornets 	home 	Grizzlies 	-1.5 	221.5 	117 	119
20191113 	Grizzlies 	away 	Hornets 	1.5 	221.5 	119 	117
20191113 	Lakers 	home 	Warriors 	-10.0 	218.5 	120 	94
20191113 	Warriors 	away 	Lakers 	10.0 	218.5 	94 	120
20191113 	Magic 	home 	Seventysixers 	-2.5 	207.5 	112 	97
20191113 	Seventysixers 	away 	Magic 	2.5 	207.5 	97 	112
20191113 	Rockets 	home 	Clippers 	-3.0 	231.5 	102 	93
20191113 	Clippers 	away 	Rockets 	3.0 	231.5 	93 	102
20191113 	Timberwolves 	home 	Spurs 	-2.0 	229.0 	129 	114
20191113 	Spurs 	away 	Timberwolves 	2.0 	229.0 	114 	129
20191113 	Trailblazers 	home 	Raptors 	-2.5 	218.0 	106 	114
20191113 	Raptors 	away 	Trailblazers 	2.5 	218.0 	114 	106
20191114 	Bucks 	home 	Bulls 	-11.5 	230.0 	124 	115
20191114 	Bulls 	away 	Bucks 	11.5 	230.0 	115 	124
20191114 	Cavaliers 	home 	Heat 	4.5 	215.5 	97 	108
20191114 	Heat 	away 	Cavaliers 	-4.5 	215.5 	108 	97
20191114 	Knicks 	home 	Mavericks 	7.5 	214.5 	106 	103
20191114 	Mavericks 	away 	Knicks 	-7.5 	214.5 	103 	106
20191114 	Nuggets 	home 	Nets 	-8.0 	222.0 	101 	93
20191114 	Nets 	away 	Nuggets 	8.0 	222.0 	93 	101
20191114 	Pelicans 	home 	Clippers 	3.5 	235.0 	132 	127
20191114 	Clippers 	away 	Pelicans 	-3.5 	235.0 	127 	132
20191114 	Suns 	home 	Hawks 	-8.0 	228.0 	128 	112
20191114 	Hawks 	away 	Suns 	8.0 	228.0 	112 	128
20191115 	Grizzlies 	home 	Jazz 	7.0 	214.5 	107 	106
20191115 	Jazz 	away 	Grizzlies 	-7.0 	214.5 	106 	107
20191115 	Hornets 	home 	Pistons 	3.0 	219.0 	109 	106
20191115 	Pistons 	away 	Hornets 	-3.0 	219.0 	106 	109
20191115 	Lakers 	home 	Kings 	-10.5 	214.5 	99 	97
20191115 	Kings 	away 	Lakers 	10.5 	214.5 	97 	99
20191115 	Magic 	home 	Spurs 	-3.0 	212.0 	111 	109
20191115 	Spurs 	away 	Magic 	3.0 	212.0 	109 	111
20191115 	Rockets 	home 	Pacers 	-6.0 	225.0 	111 	102
20191115 	Pacers 	away 	Rockets 	6.0 	225.0 	102 	111
20191115 	Thunder 	home 	Seventysixers 	3.5 	214.0 	127 	119
20191115 	Seventysixers 	away 	Thunder 	-3.5 	214.0 	119 	127
20191115 	Timberwolves 	home 	Wizards 	-5.5 	241.0 	116 	137
20191115 	Wizards 	away 	Timberwolves 	5.5 	241.0 	137 	116
20191115 	Warriors 	home 	Celtics 	7.5 	222.5 	100 	105
20191115 	Celtics 	away 	Warriors 	-7.5 	222.5 	105 	100
20191116 	Bulls 	home 	Nets 	-1.5 	228.0 	111 	117
20191116 	Nets 	away 	Bulls 	1.5 	228.0 	117 	111
20191116 	Clippers 	home 	Hawks 	-12.0 	227.5 	150 	101
20191116 	Hawks 	away 	Clippers 	12.0 	227.5 	101 	150
20191116 	Heat 	home 	Pelicans 	-7.0 	227.5 	109 	94
20191116 	Pelicans 	away 	Heat 	7.0 	227.5 	94 	109
20191116 	Knicks 	home 	Hornets 	-3.5 	212.0 	102 	103
20191116 	Hornets 	away 	Knicks 	3.5 	212.0 	103 	102
20191116 	Mavericks 	home 	Raptors 	-4.5 	218.0 	110 	102
20191116 	Raptors 	away 	Mavericks 	4.5 	218.0 	102 	110
20191116 	Pacers 	home 	Bucks 	7.5 	223.0 	83 	102
20191116 	Bucks 	away 	Pacers 	-7.5 	223.0 	102 	83
20191116 	Spurs 	home 	Trailblazers 	-1.0 	227.0 	116 	121
20191116 	Trailblazers 	away 	Spurs 	1.0 	227.0 	121 	116
20191116 	Timberwolves 	home 	Rockets 	-1.5 	231.5 	105 	125
20191116 	Rockets 	away 	Timberwolves 	1.5 	231.5 	125 	105
20191117 	Cavaliers 	home 	Seventysixers 	7.0 	214.0 	95 	114
20191117 	Seventysixers 	away 	Cavaliers 	-7.0 	214.0 	114 	95
20191117 	Grizzlies 	home 	Nuggets 	6.5 	215.0 	114 	131
20191117 	Nuggets 	away 	Grizzlies 	-6.5 	215.0 	131 	114
20191117 	Kings 	home 	Celtics 	2.5 	214.5 	100 	99
20191117 	Celtics 	away 	Kings 	-2.5 	214.5 	99 	100
20191117 	Lakers 	home 	Hawks 	-14.5 	221.5 	122 	101
20191117 	Hawks 	away 	Lakers 	14.5 	221.5 	101 	122
20191117 	Magic 	home 	Wizards 	-6.0 	225.0 	125 	121
20191117 	Wizards 	away 	Magic 	6.0 	225.0 	121 	125
20191117 	Pelicans 	home 	Warriors 	-4.5 	226.5 	108 	100
20191117 	Warriors 	away 	Pelicans 	4.5 	226.5 	100 	108
20191118 	Bulls 	home 	Bucks 	8.5 	229.0 	101 	115
20191118 	Bucks 	away 	Bulls 	-8.5 	229.0 	115 	101
20191118 	Clippers 	home 	Thunder 	-9.5 	221.0 	90 	88
20191118 	Thunder 	away 	Clippers 	9.5 	221.0 	88 	90
20191118 	Jazz 	home 	Timberwolves 	-9.0 	218.0 	102 	112
20191118 	Timberwolves 	away 	Jazz 	9.0 	218.0 	112 	102
20191118 	Knicks 	home 	Cavaliers 	-5.5 	211.0 	123 	105
20191118 	Cavaliers 	away 	Knicks 	5.5 	211.0 	105 	123
20191118 	Mavericks 	home 	Spurs 	-5.0 	226.0 	117 	110
20191118 	Spurs 	away 	Mavericks 	5.0 	226.0 	110 	117
20191118 	Nets 	home 	Pacers 	-2.0 	214.0 	86 	115
